Mod:Item:MetaData, Localized Name
bibliocraft:lanterniron:13, Fancy Lantern
bibliocraft:lanterniron:14, Fancy Lantern
bibliocraft:lanterniron:15, Fancy Lantern
bibliocraft:lampgold:0, Fancy Lamp
bibliocraft:lampgold:1, Fancy Lamp
bibliocraft:lampgold:2, Fancy Lamp
bibliocraft:lampgold:3, Fancy Lamp
bibliocraft:lampgold:4, Fancy Lamp
bibliocraft:lampgold:5, Fancy Lamp
bibliocraft:lampgold:6, Fancy Lamp
bibliocraft:lampgold:7, Fancy Lamp
bibliocraft:lampgold:8, Fancy Lamp
bibliocraft:lampgold:9, Fancy Lamp
bibliocraft:lampgold:10, Fancy Lamp
bibliocraft:lampgold:11, Fancy Lamp
bibliocraft:lampgold:12, Fancy Lamp
bibliocraft:lampgold:13, Fancy Lamp
bibliocraft:lampgold:14, Fancy Lamp
bibliocraft:lampgold:15, Fancy Lamp
bibliocraft:lampiron:0, Fancy Lamp
bibliocraft:lampiron:1, Fancy Lamp
bibliocraft:lampiron:2, Fancy Lamp
bibliocraft:lampiron:3, Fancy Lamp
bibliocraft:lampiron:4, Fancy Lamp
bibliocraft:lampiron:5, Fancy Lamp
bibliocraft:lampiron:6, Fancy Lamp
bibliocraft:lampiron:7, Fancy Lamp
bibliocraft:lampiron:8, Fancy Lamp
bibliocraft:lampiron:9, Fancy Lamp
bibliocraft:lampiron:10, Fancy Lamp
bibliocraft:lampiron:11, Fancy Lamp
bibliocraft:lampiron:12, Fancy Lamp
bibliocraft:lampiron:13, Fancy Lamp
bibliocraft:lampiron:14, Fancy Lamp
bibliocraft:lampiron:15, Fancy Lamp
bibliocraft:furniturepaneler:0, Oak Furniture Paneler
bibliocraft:furniturepaneler:1, Spruce Furniture Paneler
bibliocraft:furniturepaneler:2, Birch Furniture Paneler
bibliocraft:furniturepaneler:3, Jungle Furniture Paneler
bibliocraft:furniturepaneler:4, Acacia Furniture Paneler
bibliocraft:furniturepaneler:5, Dark Oak Furniture Paneler
bibliocraft:furniturepaneler:6, Framed Furniture Paneler
bibliocraft:framedchest:0, Oak Framed Chest
bibliocraft:framedchest:1, Spruce Framed Chest
bibliocraft:framedchest:2, Birch Framed Chest
bibliocraft:framedchest:3, Jungle Framed Chest
bibliocraft:framedchest:4, Acacia Framed Chest
bibliocraft:framedchest:5, Dark Oak Framed Chest
bibliocraft:framedchest:6, Framed Framed Chest
bibliocraft:fancysign:0, Oak Fancy Sign
bibliocraft:fancysign:1, Spruce Fancy Sign
bibliocraft:fancysign:2, Birch Fancy Sign
bibliocraft:fancysign:3, Jungle Fancy Sign
bibliocraft:fancysign:4, Acacia Fancy Sign
bibliocraft:fancysign:5, Dark Oak Fancy Sign
bibliocraft:fancysign:6, Framed Fancy Sign
bibliocraft:fancyworkbench:0, Oak Fancy Workbench
bibliocraft:fancyworkbench:1, Spruce Fancy Workbench
bibliocraft:fancyworkbench:2, Birch Fancy Workbench
bibliocraft:fancyworkbench:3, Jungle Fancy Workbench
bibliocraft:fancyworkbench:4, Acacia Fancy Workbench
bibliocraft:fancyworkbench:5, Dark Oak Workbench
bibliocraft:fancyworkbench:6, Framed Fancy Workbench
bibliocraft:potionshelf:0, Oak Potion Shelf
bibliocraft:potionshelf:1, Spruce Potion Shelf
bibliocraft:potionshelf:2, Birch Potion Shelf
bibliocraft:potionshelf:3, Jungle Potion Shelf
bibliocraft:potionshelf:4, Acacia Potion Shelf
bibliocraft:potionshelf:5, Dark Oak Potion Shelf
bibliocraft:potionshelf:6, Framed Potion Shelf
bibliocraft:toolrack:0, Oak Tool Rack
bibliocraft:toolrack:1, Spruce Tool Rack
bibliocraft:toolrack:2, Birch Tool Rack
bibliocraft:toolrack:3, Jungle Tool Rack
bibliocraft:toolrack:4, Acacia Tool Rack
bibliocraft:toolrack:5, Dark Oak Tool Rack
bibliocraft:toolrack:6, Framed Tool Rack
bibliocraft:label:0, Oak Wood Label
bibliocraft:label:1, Spruce Wood Label
bibliocraft:label:2, Birch Wood Label
bibliocraft:label:3, Jungle Wood Label
bibliocraft:label:4, Acacia Label
bibliocraft:label:5, Dark Oak Label
bibliocraft:label:6, Framed Label
bibliocraft:desk:0, Oak Desk
bibliocraft:desk:1, Spruce Desk
bibliocraft:desk:2, Birch Desk
bibliocraft:desk:3, Jungle Desk
bibliocraft:desk:4, Acacia Desk
bibliocraft:desk:5, Dark Oak Desk
bibliocraft:desk:6, Framed Desk
bibliocraft:table:0, Oak Table
bibliocraft:table:1, Spruce Table
bibliocraft:table:2, Birch Table
bibliocraft:table:3, Jungle Table
bibliocraft:table:4, Acacia Table
bibliocraft:table:5, Dark Oak Table
bibliocraft:table:6, Framed Table
bibliocraft:seat:0, Oak Seat
bibliocraft:seat:1, Spruce Seat
bibliocraft:seat:2, Birch Seat
bibliocraft:seat:3, Jungle Seat
bibliocraft:seat:4, Acacia Seat
bibliocraft:seat:5, Dark Oak Seat
bibliocraft:seat:6, Framed Seat
bibliocraft:clock:0, Oak Clock
bibliocraft:clock:1, Spruce Clock
bibliocraft:clock:2, Birch Clock
bibliocraft:clock:3, Jungle Clock
bibliocraft:clock:4, Acacia Clock
bibliocraft:clock:5, Dark Oak Clock
bibliocraft:clock:6, Framed Clock
bibliocraft:case:0, Oak Case
bibliocraft:case:1, Spruce Case
bibliocraft:case:2, Birch Case
bibliocraft:case:3, Jungle Case
bibliocraft:case:4, Acacia Case
bibliocraft:case:5, Dark Oak Case
bibliocraft:case:6, Framed Case
bibliocraft:mapframe:0, Oak Map Frame
bibliocraft:mapframe:1, Spruce Map Frame
bibliocraft:mapframe:2, Birch Map Frame
bibliocraft:mapframe:3, Jungle Map Frame
bibliocraft:mapframe:4, Acacia Map Frame
bibliocraft:mapframe:5, Dark Oak Map Frame
bibliocraft:mapframe:6, Framed Map Frame
bibliocraft:paintingframeflat:0, Oak Painting Frame
bibliocraft:paintingframeflat:1, Spruce Painting Frame
bibliocraft:paintingframeflat:2, Birch Painting Frame
bibliocraft:paintingframeflat:3, Jungle Painting Frame
bibliocraft:paintingframeflat:4, Acacia Painting Frame
bibliocraft:paintingframeflat:5, Dark Oak Painting Frame
bibliocraft:paintingframeflat:6, Framed Painting Frame
bibliocraft:paintingframesimple:0, Oak Painting Frame
bibliocraft:paintingframesimple:1, Spruce Painting Frame
bibliocraft:paintingframesimple:2, Birch Painting Frame
bibliocraft:paintingframesimple:3, Jungle Painting Frame
bibliocraft:paintingframesimple:4, Acacia Painting Frame
bibliocraft:paintingframesimple:5, Dark Oak Painting Frame
bibliocraft:paintingframesimple:6, Framed Painting Frame
bibliocraft:paintingframemiddle:0, Oak Painting Frame
bibliocraft:paintingframemiddle:1, Spruce Painting Frame
bibliocraft:paintingframemiddle:2, Birch Painting Frame
bibliocraft:paintingframemiddle:3, Jungle Painting Frame
bibliocraft:paintingframemiddle:4, Acacia Painting Frame
bibliocraft:paintingframemiddle:5, Dark Oak Painting Frame
bibliocraft:paintingframemiddle:6, Framed Painting Frame
bibliocraft:paintingframefancy:0, Oak Painting Frame
bibliocraft:paintingframefancy:1, Spruce Painting Frame
bibliocraft:paintingframefancy:2, Birch Painting Frame
bibliocraft:paintingframefancy:3, Jungle Painting Frame
bibliocraft:paintingframefancy:4, Acacia Painting Frame
bibliocraft:paintingframefancy:5, Dark Oak Painting Frame
bibliocraft:paintingframefancy:6, Framed Painting Frame
bibliocraft:paintingframeborderless:0, Oak Painting Frame
bibliocraft:paintingframeborderless:1, Spruce Painting Frame
bibliocraft:paintingframeborderless:2, Birch Painting Frame
bibliocraft:paintingframeborderless:3, Jungle Painting Frame
bibliocraft:paintingframeborderless:4, Acacia Painting Frame
bibliocraft:paintingframeborderless:5, Dark Oak Painting Frame
bibliocraft:paintingframeborderless:6, Framed Painting Frame
bibliocraft:paintingpress, Painting Press
bibliocraft:typewriter:0, White Typewriter
bibliocraft:typewriter:1, Light Gray Typewriter
bibliocraft:typewriter:2, Gray Typewriter
bibliocraft:typewriter:3, Black Typewriter
bibliocraft:typewriter:4, Red Typewriter
bibliocraft:typewriter:5, Orange Typewriter
bibliocraft:typewriter:6, Yellow Typewriter
bibliocraft:typewriter:7, Lime Typewriter
bibliocraft:typewriter:8, Green Typewriter
bibliocraft:typewriter:9, Cyan Typewriter
bibliocraft:typewriter:10, Light Blue Typewriter
bibliocraft:typewriter:11, Blue Typewriter
bibliocraft:typewriter:12, Purple Typewriter
bibliocraft:typewriter:13, Magenta Typewriter
bibliocraft:typewriter:14, Pink Typewriter
bibliocraft:typewriter:15, Brown Typewriter
bibliocraft:swordpedestal:0, Sword Pedestal
bibliocraft:swordpedestal:1, Sword Pedestal
bibliocraft:swordpedestal:2, Sword Pedestal
bibliocraft:swordpedestal:3, Sword Pedestal
bibliocraft:swordpedestal:4, Sword Pedestal
bibliocraft:swordpedestal:5, Sword Pedestal
bibliocraft:swordpedestal:6, Sword Pedestal
bibliocraft:swordpedestal:7, Sword Pedestal
bibliocraft:swordpedestal:8, Sword Pedestal
bibliocraft:swordpedestal:9, Sword Pedestal
bibliocraft:swordpedestal:10, Sword Pedestal
bibliocraft:swordpedestal:11, Sword Pedestal
bibliocraft:swordpedestal:12, Sword Pedestal
bibliocraft:swordpedestal:13, Sword Pedestal
bibliocraft:swordpedestal:14, Sword Pedestal
bibliocraft:swordpedestal:15, Sword Pedestal
bibliocraft:armorstand:0, Oak Armor Stand
bibliocraft:armorstand:1, Spruce Armor Stand
bibliocraft:armorstand:2, Birch Armor Stand
bibliocraft:armorstand:3, Jungle Armor Stand
bibliocraft:armorstand:4, Acacia Armor Stand
bibliocraft:armorstand:5, Dark Oak Armor Stand
bibliocraft:armorstand:6, Framed Armor Stand
bibliocraft:bell, Desk Bell
bibliocraft:typesettingtable, Typesetting Table
bibliocraft:printingpress, Printing Press
bibliocraft:cookiejar, Cookie Jar
bibliocraft:dinnerplate, Dinner Plate
bibliocraft:discrack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:stockroomcatalog, Stockroom Catalog
bibliocraft:plumbline, Plumb line
bibliocraft:framingsaw, Framing Saw
bibliocraft:framingboard, Framing Board
bibliocraft:framingsheet, Framing Sheet
bibliocraft:testeritem, ItemStack Name Tester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlas Plate
bibliocraft:deathcompass, Eternal Compass
bibliocraft:paintingcanvas, Painting Canvas
bibliocraft:bigbook, Big Writing Book
bibliocraft:recipebook, Empty Recipe Book
bibliocraft:slottedbook, Slotted Book
bibliocraft:handdrill, Hand Drill
bibliocraft:tapemeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:bibliochase, Print Press Chase
bibliocraft:printplate, Print Press Plate
bibliocraft:enchantedplate, Enchanted Plate
bibliocraft:biblioredbook, Redstone: Volume I
bibliocraft:biblioglasses:0, Reading Glasses
bibliocraft:biblioglasses:1, Tinted Glasses
bibliocraft:biblioglasses:2, Monocle
bibliocraft:bibliodrill, Screw Gun
bibliocraft:bibliocreativelock, Lock and Key
bibliocraft:biblioclipboard, Clipboard
thaumcraft:thaumonomicon:0, Thaumonomicon
thaumcraft:curio:0, Arcane Curiosity
thaumcraft:curio:1, Preserved Curiosity
thaumcraft:curio:2, Ancient Curiosity
thaumcraft:curio:3, Eldritch Curiosity
thaumcraft:curio:4, Illuminating Curiosity
thaumcraft:curio:5, Twisted Curiosity
thaumcraft:curio:6, Crimson Rites
thaumcraft:loot_bag:0, Common Treasure
thaumcraft:loot_bag:1, Uncommon Treasure
thaumcraft:loot_bag:2, Rare Treasure
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Pech Wand
thaumcraft:celestial_notes:0, Celestial Notes
thaumcraft:celestial_notes:1, Celestial Notes
thaumcraft:celestial_notes:2, Celestial Notes
thaumcraft:celestial_notes:3, Celestial Notes
thaumcraft:celestial_notes:4, Celestial Notes
thaumcraft:celestial_notes:5, Celestial Notes
thaumcraft:celestial_notes:6, Celestial Notes
thaumcraft:celestial_notes:7, Celestial Notes
thaumcraft:celestial_notes:8, Celestial Notes
thaumcraft:celestial_notes:9, Celestial Notes
thaumcraft:celestial_notes:10, Celestial Notes
thaumcraft:celestial_notes:11, Celestial Notes
thaumcraft:celestial_notes:12, Celestial Notes
thaumcraft:amber, Amber
thaumcraft:quicksilver, Quicksilver
thaumcraft:ingot:0, Thaumium Ingot
thaumcraft:ingot:1, Void Metal Ingot
thaumcraft:ingot:2, Alchemical Brass Ingot
thaumcraft:nugget:0, Iron Nugget
thaumcraft:nugget:1, Copper Nugget
thaumcraft:nugget:2, Tin Nugget
thaumcraft:nugget:3, Silver Nugget
thaumcraft:nugget:4, Lead Nugget
thaumcraft:nugget:5, Quicksilver Drop
thaumcraft:nugget:6, Thaumium Nugget
thaumcraft:nugget:7, Void Metal Nugget
thaumcraft:nugget:8, Alchemical Brass Nugget
thaumcraft:nugget:9, Quartz Sliver
thaumcraft:nugget:10, Rare Earths
thaumcraft:cluster:0, Native Iron Cluster
thaumcraft:cluster:1, Native Gold Cluster
thaumcraft:cluster:2, Native Copper Cluster
thaumcraft:cluster:3, Native Tin Cluster
thaumcraft:cluster:4, Native Silver Cluster
thaumcraft:cluster:5, Native Lead Cluster
thaumcraft:cluster:6, Native Cinnabar Cluster
thaumcraft:cluster:7, Native Quartz Cluster
thaumcraft:fabric, Enchanted Fabric
thaumcraft:vis_resonator, Vis Resonator
thaumcraft:tallow, Magic Tallow
thaumcraft:mechanism_simple, Simple Arcane Mechanism
thaumcraft:mechanism_complex, Complex Arcane Mechanism
thaumcraft:plate:0, Brass Plate
thaumcraft:plate:1, Iron Plate
thaumcraft:plate:2, Thaumium Plate
thaumcraft:plate:3, Void Metal Plate
thaumcraft:filter, Essentia Filter
thaumcraft:morphic_resonator, Morphic Resonator
thaumcraft:salis_mundus, Salis Mundus
thaumcraft:mirrored_glass, Mirrored Glass
thaumcraft:void_seed, Void Seed
thaumcraft:mind:0, Clockwork Mind
thaumcraft:mind:1, Biothaumic Mind
thaumcraft:module:0, Vision Module
thaumcraft:module:1, Aggression Module
thaumcraft:crystal_essence, %s Vis Crystal
thaumcraft:chunk:0, Beef Nugget
thaumcraft:chunk:1, Chicken Nugget
thaumcraft:chunk:2, Pork Nugget
thaumcraft:chunk:3, Fish Nugget
thaumcraft:chunk:4, Rabbit Nugget
thaumcraft:chunk:5, Mutton Nugget
thaumcraft:triple_meat_treat, Triple Meat Treat
thaumcraft:brain, Zombie Brain
thaumcraft:label:0, Blank Label
thaumcraft:phial:0, Glass Phial
thaumcraft:phial:1, Phial of Aer Essentia
thaumcraft:phial:1, Phial of Terra Essentia
thaumcraft:phial:1, Phial of Ignis Essentia
thaumcraft:phial:1, Phial of Aqua Essentia
thaumcraft:phial:1, Phial of Ordo Essentia
thaumcraft:phial:1, Phial of Perditio Essentia
thaumcraft:phial:1, Phial of Vacuos Essentia
thaumcraft:phial:1, Phial of Lux Essentia
thaumcraft:phial:1, Phial of Motus Essentia
thaumcraft:phial:1, Phial of Gelum Essentia
thaumcraft:phial:1, Phial of Vitreus Essentia
thaumcraft:phial:1, Phial of Metallum Essentia
thaumcraft:phial:1, Phial of Victus Essentia
thaumcraft:phial:1, Phial of Mortuus Essentia
thaumcraft:phial:1, Phial of Potentia Essentia
thaumcraft:phial:1, Phial of Permutatio Essentia
thaumcraft:phial:1, Phial of Praecantatio Essentia
thaumcraft:phial:1, Phial of Auram Essentia
thaumcraft:phial:1, Phial of Alkimia Essentia
thaumcraft:phial:1, Phial of Vitium Essentia
thaumcraft:phial:1, Phial of Tenebrae Essentia
thaumcraft:phial:1, Phial of Alienis Essentia
thaumcraft:phial:1, Phial of Volatus Essentia
thaumcraft:phial:1, Phial of Herba Essentia
thaumcraft:phial:1, Phial of Instrumentum Essentia
thaumcraft:phial:1, Phial of Fabrico Essentia
thaumcraft:phial:1, Phial of Machina Essentia
thaumcraft:phial:1, Phial of Vinculum Essentia
thaumcraft:phial:1, Phial of Spiritus Essentia
thaumcraft:phial:1, Phial of Cognitio Essentia
thaumcraft:phial:1, Phial of Sensus Essentia
thaumcraft:phial:1, Phial of Aversio Essentia
thaumcraft:phial:1, Phial of Praemunio Essentia
thaumcraft:phial:1, Phial of Desiderium Essentia
thaumcraft:phial:1, Phial of Exanimis Essentia
thaumcraft:phial:1, Phial of Bestia Essentia
thaumcraft:phial:1, Phial of Humanus Essentia
thaumcraft:alumentum:0, Alumentum
thaumcraft:jar_brace, Brass Lid Brace
thaumcraft:bottle_taint, Bottle of Taint
thaumcraft:sanity_soap, Sanitizing Soap
thaumcraft:bath_salts, Purifying Bath Salts
thaumcraft:turret:0, Automated Crossbow
thaumcraft:turret:1, Advanced Automated Crossbow
thaumcraft:turret:2, Arcane Bore
thaumcraft:causality_collapser, Causality Collapser
thaumcraft:scribing_tools, Scribing Tools
thaumcraft:thaumometer, Thaumometer
thaumcraft:resonator, Essentia Resonator
thaumcraft:sanity_checker, Sanity Checker
thaumcraft:hand_mirror, Magic Hand Mirror
thaumcraft:thaumium_axe, Thaumium Axe
thaumcraft:thaumium_sword, Thaumium Sword
thaumcraft:thaumium_shovel, Thaumium Shovel
thaumcraft:thaumium_pick, Thaumium Pickaxe
thaumcraft:thaumium_hoe, Thaumium Hoe
thaumcraft:void_axe, Void Axe
thaumcraft:void_sword, Void Sword
thaumcraft:void_shovel, Void Shovel
thaumcraft:void_pick, Void Pickaxe
thaumcraft:void_hoe, Void Hoe
thaumcraft:elemental_axe, Axe of the Stream
thaumcraft:elemental_sword, Sword of the Zephyr
thaumcraft:elemental_shovel, Shovel of the Earthmover
thaumcraft:elemental_pick, Pickaxe of the Core
thaumcraft:elemental_hoe, Hoe of Growth
thaumcraft:primal_crusher, Primal Crusher
thaumcraft:crimson_blade, Crimson Blade
thaumcraft:grapple_gun, Arcane Grappler
thaumcraft:grapple_gun_tip, Grappler Head
thaumcraft:grapple_gun_spool, Grappler Spool
thaumcraft:goggles, Goggles of Revealing
thaumcraft:thaumium_helm, Thaumium Helm
thaumcraft:thaumium_chest, Thaumium Chestplate
thaumcraft:thaumium_legs, Thaumium Leggings
thaumcraft:thaumium_boots, Thaumium Boots
thaumcraft:cloth_chest, Thaumaturge's Robe
thaumcraft:cloth_legs, Thaumaturge's Leggings
thaumcraft:cloth_boots, Thaumaturge's Boots
thaumcraft:traveller_boots, Boots of the Traveller
thaumcraft:fortress_helm, Thaumium Fortress Helm
thaumcraft:fortress_chest, Thaumium Fortress Cuirass
thaumcraft:fortress_legs, Thaumium Fortress Thigh Guards
thaumcraft:void_helm, Void Helm
thaumcraft:void_chest, Void Chestplate
thaumcraft:void_legs, Void Leggings
thaumcraft:void_boots, Void Boots
thaumcraft:void_robe_helm, Void Thaumaturge Hood
thaumcraft:void_robe_chest, Void Thaumaturge Robe
thaumcraft:void_robe_legs, Void Thaumaturge Leggings
thaumcraft:crimson_plate_helm, Crimson Cult Helm
thaumcraft:crimson_plate_chest, Crimson Cult Chestplate
thaumcraft:crimson_plate_legs, Crimson Cult Greaves
thaumcraft:crimson_boots, Crimson Cult Boots
thaumcraft:crimson_robe_helm, Crimson Cult Hood
thaumcraft:crimson_robe_chest, Crimson Cult Robe
thaumcraft:crimson_robe_legs, Crimson Cult Leggings
thaumcraft:crimson_praetor_helm, Crimson Praetor Helm
thaumcraft:crimson_praetor_chest, Crimson Praetor Chestplate
thaumcraft:crimson_praetor_legs, Crimson Praetor Greaves
thaumcraft:baubles:0, Mundane Amulet
thaumcraft:baubles:1, Mundane Ring
thaumcraft:baubles:2, Mundane Belt
thaumcraft:baubles:3, Apprentice's Ring
thaumcraft:baubles:4, Fancy Amulet
thaumcraft:baubles:5, Fancy Ring
thaumcraft:baubles:6, Fancy Belt
thaumcraft:amulet_vis:0, Vis Stone
thaumcraft:amulet_vis:1, Amulet of Vis
thaumcraft:verdant_charm, Verdant Heart Charm
thaumcraft:curiosity_band, Headband of Curiosity
thaumcraft:voidseer_charm, Voidseer's Pearl
thaumcraft:cloud_ring, Cloudstepper Ring
thaumcraft:charm_undying, Charm of Undying
thaumcraft:creative_flux_sponge, Flux Sponge
thaumcraft:enchanted_placeholder, Any enchanted item
thaumcraft:caster_basic, Caster's Gauntlet 
thaumcraft:focus_1, Blank Lesser Focus
thaumcraft:focus_2, Blank Advanced Focus
thaumcraft:focus_3, Blank Greater Focus
thaumcraft:focus_pouch, Focus Pouch
thaumcraft:golem_bell, Golemancer's Bell
thaumcraft:golem, Golem
thaumcraft:seal:0, Blank Seal
thaumcraft:seal:1, Control Seal: Collect
thaumcraft:seal:2, Advanced Control Seal: Collect
thaumcraft:seal:3, Control Seal: Store
thaumcraft:seal:4, Advanced Control Seal: Store
thaumcraft:seal:5, Control Seal: Empty
thaumcraft:seal:6, Advanced Control Seal: Empty
thaumcraft:seal:7, Control Seal: Harvest
thaumcraft:seal:8, Control Seal: Butcher
thaumcraft:seal:9, Control Seal: Guard
thaumcraft:seal:10, Advanced Control Seal: Guard
thaumcraft:seal:11, Control Seal: Lumberjack
thaumcraft:seal:12, Control Seal: Block Breaker
thaumcraft:seal:13, Control Seal: Use
thaumcraft:seal:14, Control Seal: Provide
thaumcraft:seal:15, Control Seal: Stock
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
botania:flower:0, Mystical White Flower
botania:flower:1, Mystical Orange Flower
botania:flower:2, Mystical Magenta Flower
botania:flower:3, Mystical Light Blue Flower
botania:flower:4, Mystical Yellow Flower
botania:flower:5, Mystical Lime Flower
botania:flower:6, Mystical Pink Flower
botania:flower:7, Mystical Gray Flower
botania:flower:8, Mystical Light Gray Flower
botania:flower:9, Mystical Cyan Flower
botania:flower:10, Mystical Purple Flower
botania:flower:11, Mystical Blue Flower
botania:flower:12, Mystical Brown Flower
botania:flower:13, Mystical Green Flower
botania:flower:14, Mystical Red Flower
botania:flower:15, Mystical Black Flower
botania:altar:0, Petal Apothecary
botania:altar:1, Forest Petal Apothecary
botania:altar:2, Plains Petal Apothecary
botania:altar:3, Mountain Petal Apothecary
botania:altar:4, Fungal Petal Apothecary
botania:altar:5, Swamp Petal Apothecary
botania:altar:6, Desert Petal Apothecary
botania:altar:7, Taiga Petal Apothecary
botania:altar:8, Mesa Petal Apothecary
botania:livingrock:0, Livingrock
botania:livingrock:1, Livingrock Brick
botania:livingrock:2, Mossy Livingrock Brick
botania:livingrock:3, Cracked Livingrock Brick
botania:livingrock:4, Chiseled Livingrock Brick
botania:livingwood:0, Livingwood
botania:livingwood:1, Livingwood Planks
botania:livingwood:2, Mossy Livingwood Planks
botania:livingwood:3, Framed Livingwood
botania:livingwood:4, Pattern Framed Livingwood
botania:livingwood:5, Glimmering Livingwood
botania:specialflower:0, Pure Daisy
botania:specialflower:0, Manastar
botania:specialflower:0, Endoflame
botania:specialflower:0, Hydroangeas
botania:specialflower:0, Thermalily
botania:specialflower:0, Rosa Arcana
botania:specialflower:0, Munchdew
botania:specialflower:0, Entropinnyum
botania:specialflower:0, Kekimurus
botania:specialflower:0, Gourmaryllis
botania:specialflower:0, Narslimmus
botania:specialflower:0, Spectrolus
botania:specialflower:0, Rafflowsia
botania:specialflower:0, Shulk Me Not
botania:specialflower:0, Dandelifeon
botania:specialflower:0, Jaded Amaranthus
botania:specialflower:0, Bellethorne
botania:specialflower:0, Bellethorne Petite
botania:specialflower:0, Dreadthorne
botania:specialflower:0, Heisei Dream
botania:specialflower:0, Tigerseye
botania:specialflower:0, Marimorphosis
botania:specialflower:0, Marimorphosis Petite
botania:specialflower:0, Orechid
botania:specialflower:0, Orechid Ignem
botania:specialflower:0, Fallen Kanade
botania:specialflower:0, Exoflame
botania:specialflower:0, Agricarnation
botania:specialflower:0, Agricarnation Petite
botania:specialflower:0, Hopperhock
botania:specialflower:0, Hopperhock Petite
botania:specialflower:0, Rannuncarpus
botania:specialflower:0, Rannuncarpus Petite
botania:specialflower:0, Tangleberrie
botania:specialflower:0, Jiyuulia
botania:specialflower:0, Hyacidus
botania:specialflower:0, Medumone
botania:specialflower:0, Pollidisiac
botania:specialflower:0, Clayconia
botania:specialflower:0, Clayconia Petite
botania:specialflower:0, Loonium
botania:specialflower:0, Daffomill
botania:specialflower:0, Vinculotus
botania:specialflower:0, Spectranthemum
botania:specialflower:0, Bubbell
botania:specialflower:0, Bubbell Petite
botania:specialflower:0, Solegnolia
botania:specialflower:0, Solegnolia Petite
botania:specialflower:0, Bergamute
botania:spreader:0, Mana Spreader
botania:spreader:1, Pulse Mana Spreader
botania:spreader:2, Elven Mana Spreader
botania:spreader:3, Gaia Mana Spreader
botania:pool:0, Mana Pool
botania:pool:2, Diluted Mana Pool
botania:pool:3, Fabulous Mana Pool
botania:pool:1, The Everlasting Guilty Pool
botania:runealtar, tile.runeAltar.name
botania:pylon:0, Mana Pylon
botania:pylon:1, Natura Pylon
botania:pylon:2, Gaia Pylon
botania:pistonrelay, tile.pistonRelay.name
botania:distributor, tile.distributor.name
botania:manavoid, tile.manaVoid.name
botania:manadetector, tile.manaDetector.name
botania:enchanter, tile.enchanter.name
botania:turntable, tile.turntable.name
botania:tinyplanetblock, tile.tinyPlanetBlock.name
botania:alchemycatalyst, tile.alchemyCatalyst.name
botania:opencrate:0, Open Crate
botania:opencrate:1, Crafty Crate
botania:foresteye, tile.forestEye.name
botania:storage:0, Block of Manasteel
botania:storage:1, Block of Terrasteel
botania:storage:2, Block of Elementium
botania:storage:3, Block of Mana Diamond
botania:storage:4, Block of Dragonstone
botania:forestdrum:0, Drum of the Wild
botania:forestdrum:1, Drum of the Gathering
botania:forestdrum:2, Drum of the Canopy
botania:shinyflower:0, Glimmering White Flower
botania:shinyflower:1, Glimmering Orange Flower
botania:shinyflower:2, Glimmering Magenta Flower
botania:shinyflower:3, Glimmering Light Blue Flower
botania:shinyflower:4, Glimmering Yellow Flower
botania:shinyflower:5, Glimmering Lime Flower
botania:shinyflower:6, Glimmering Pink Flower
botania:shinyflower:7, Glimmering Gray Flower
botania:shinyflower:8, Glimmering Light Gray Flower
botania:shinyflower:9, Glimmering Cyan Flower
